id,Video,Gesture,StartFrame,EndFrame
569,Knot_Tying_G004_capture2,G14,440,1283
570,Knot_Tying_G004_capture2,G12,1284,1529
571,Knot_Tying_G004_capture2,G13,1530,1605
572,Knot_Tying_G004_capture2,G14,1606,1683
573,Knot_Tying_G004_capture2,G15,1684,2305
574,Knot_Tying_G004_capture2,G12,2306,2426
575,Knot_Tying_G004_capture2,G13,2427,2511
576,Knot_Tying_G004_capture2,G14,2512,2619
577,Knot_Tying_G004_capture2,G15,2620,3258
578,Knot_Tying_G004_capture2,G12,3259,3342
579,Knot_Tying_G004_capture2,G13,3343,3422
580,Knot_Tying_G004_capture2,G14,3423,3471
581,Knot_Tying_G004_capture2,G15,3472,3754
582,Knot_Tying_G004_capture2,G11,3755,3853
583,Knot_Tying_G005_capture1,G12,23,257
584,Knot_Tying_G005_capture1,G13,258,325
585,Knot_Tying_G005_capture1,G14,326,372
586,Knot_Tying_G005_capture1,G15,373,567
587,Knot_Tying_G005_capture1,G12,568,1018
588,Knot_Tying_G005_capture1,G13,1019,1081
589,Knot_Tying_G005_capture1,G14,1082,1175
590,Knot_Tying_G005_capture1,G15,1176,1559
591,Knot_Tying_G005_capture1,G11,1560,1636
592,Knot_Tying_G005_capture2,G12,23,257
593,Knot_Tying_G005_capture2,G13,258,325
594,Knot_Tying_G005_capture2,G14,326,372
595,Knot_Tying_G005_capture2,G15,373,567
596,Knot_Tying_G005_capture2,G12,568,1018
597,Knot_Tying_G005_capture2,G13,1019,1081
598,Knot_Tying_G005_capture2,G14,1082,1175
599,Knot_Tying_G005_capture2,G15,1176,1559
600,Knot_Tying_G005_capture2,G11,1560,1636
601,Knot_Tying_H003_capture1,G13,193,339
602,Knot_Tying_H003_capture1,G14,340,670
603,Knot_Tying_H003_capture1,G15,671,861
604,Knot_Tying_H003_capture1,G14,862,1057
605,Knot_Tying_H003_capture1,G13,1058,1148
606,Knot_Tying_H003_capture1,G14,1149,1305
607,Knot_Tying_H003_capture1,G15,1306,1469
608,Knot_Tying_H003_capture1,G11,1470,1570
609,Knot_Tying_H003_capture2,G13,193,339
610,Knot_Tying_H003_capture2,G14,340,670
611,Knot_Tying_H003_capture2,G15,671,861
612,Knot_Tying_H003_capture2,G14,862,1057
613,Knot_Tying_H003_capture2,G13,1058,1148
614,Knot_Tying_H003_capture2,G14,1149,1305
615,Knot_Tying_H003_capture2,G15,1306,1469
616,Knot_Tying_H003_capture2,G11,1470,1570
617,Knot_Tying_H004_capture1,G1,1,40
618,Knot_Tying_H004_capture1,G12,41,261
619,Knot_Tying_H004_capture1,G13,262,372
620,Knot_Tying_H004_capture1,G14,373,458
621,Knot_Tying_H004_capture1,G15,459,615
622,Knot_Tying_H004_capture1,G14,616,890
623,Knot_Tying_H004_capture1,G13,891,971
624,Knot_Tying_H004_capture1,G14,972,1060
625,Knot_Tying_H004_capture1,G15,1061,1219
626,Knot_Tying_H004_capture1,G11,1220,1300
627,Knot_Tying_H004_capture2,G1,1,40
628,Knot_Tying_H004_capture2,G12,41,261
629,Knot_Tying_H004_capture2,G13,262,372
630,Knot_Tying_H004_capture2,G14,373,458
631,Knot_Tying_H004_capture2,G15,459,615
632,Knot_Tying_H004_capture2,G14,616,890
633,Knot_Tying_H004_capture2,G13,891,971
634,Knot_Tying_H004_capture2,G14,972,1060
635,Knot_Tying_H004_capture2,G15,1061,1219
636,Knot_Tying_H004_capture2,G11,1220,1300
637,Knot_Tying_H005_capture1,G12,1,19
638,Knot_Tying_H005_capture1,G13,20,100
639,Knot_Tying_H005_capture1,G14,101,274
640,Knot_Tying_H005_capture1,G15,275,454
641,Knot_Tying_H005_capture1,G14,455,608
642,Knot_Tying_H005_capture1,G12,609,984
643,Knot_Tying_H005_capture1,G13,985,1081
644,Knot_Tying_H005_capture1,G14,1082,1174
645,Knot_Tying_H005_capture1,G15,1175,1376
646,Knot_Tying_H005_capture1,G11,1377,1460
647,Knot_Tying_H005_capture2,G12,1,19
648,Knot_Tying_H005_capture2,G13,20,100
649,Knot_Tying_H005_capture2,G14,101,274
650,Knot_Tying_H005_capture2,G15,275,454
651,Knot_Tying_H005_capture2,G14,455,608
652,Knot_Tying_H005_capture2,G12,609,984
653,Knot_Tying_H005_capture2,G13,985,1081
654,Knot_Tying_H005_capture2,G14,1082,1174
655,Knot_Tying_H005_capture2,G15,1175,1376
656,Knot_Tying_H005_capture2,G11,1377,1460
657,Knot_Tying_I001_capture1,G1,20,94
658,Knot_Tying_I001_capture1,G12,95,248
659,Knot_Tying_I001_capture1,G13,249,441
660,Knot_Tying_I001_capture1,G14,442,1270
661,Knot_Tying_I001_capture1,G15,1271,1449
662,Knot_Tying_I001_capture1,G14,1450,1524
663,Knot_Tying_I001_capture1,G12,1525,1699
664,Knot_Tying_I001_capture1,G13,1700,1852
665,Knot_Tying_I001_capture1,G14,1853,1947
666,Knot_Tying_I001_capture1,G15,1948,2085
667,Knot_Tying_I001_capture1,G11,2086,2245
668,Knot_Tying_I001_capture2,G1,20,94
669,Knot_Tying_I001_capture2,G12,95,248
670,Knot_Tying_I001_capture2,G13,249,441
671,Knot_Tying_I001_capture2,G14,442,1270
672,Knot_Tying_I001_capture2,G15,1271,1449
673,Knot_Tying_I001_capture2,G14,1450,1524
674,Knot_Tying_I001_capture2,G12,1525,1699
675,Knot_Tying_I001_capture2,G13,1700,1852
676,Knot_Tying_I001_capture2,G14,1853,1947
677,Knot_Tying_I001_capture2,G15,1948,2085
678,Knot_Tying_I001_capture2,G11,2086,2245
679,Knot_Tying_I002_capture1,G1,6,114
680,Knot_Tying_I002_capture1,G12,115,423
681,Knot_Tying_I002_capture1,G13,424,713
682,Knot_Tying_I002_capture1,G14,714,806
683,Knot_Tying_I002_capture1,G15,807,1364
684,Knot_Tying_I002_capture1,G14,1365,1626
685,Knot_Tying_I002_capture1,G13,1627,1853
686,Knot_Tying_I002_capture1,G14,1854,1985
687,Knot_Tying_I002_capture1,G15,1986,2225
688,Knot_Tying_I002_capture1,G11,2226,2350
689,Knot_Tying_I002_capture2,G1,6,114
690,Knot_Tying_I002_capture2,G12,115,423
691,Knot_Tying_I002_capture2,G13,424,713
692,Knot_Tying_I002_capture2,G14,714,806
693,Knot_Tying_I002_capture2,G15,807,1364
694,Knot_Tying_I002_capture2,G14,1365,1626
695,Knot_Tying_I002_capture2,G13,1627,1853
696,Knot_Tying_I002_capture2,G14,1854,1985
697,Knot_Tying_I002_capture2,G15,1986,2225
698,Knot_Tying_I002_capture2,G11,2226,2350
699,Knot_Tying_I003_capture1,G1,1,103
700,Knot_Tying_I003_capture1,G12,104,260
701,Knot_Tying_I003_capture1,G13,261,418
702,Knot_Tying_I003_capture1,G14,419,492
703,Knot_Tying_I003_capture1,G15,493,738
704,Knot_Tying_I003_capture1,G14,739,863
705,Knot_Tying_I003_capture1,G12,864,1204
706,Knot_Tying_I003_capture1,G13,1205,1399
707,Knot_Tying_I003_capture1,G14,1400,1657
708,Knot_Tying_I003_capture1,G15,1658,1851
709,Knot_Tying_I003_capture1,G11,1852,1975
710,Knot_Tying_I003_capture2,G1,1,103
711,Knot_Tying_I003_capture2,G12,104,260
712,Knot_Tying_I003_capture2,G13,261,418
713,Knot_Tying_I003_capture2,G14,419,492
714,Knot_Tying_I003_capture2,G15,493,738
715,Knot_Tying_I003_capture2,G14,739,863
716,Knot_Tying_I003_capture2,G12,864,1204
717,Knot_Tying_I003_capture2,G13,1205,1399
718,Knot_Tying_I003_capture2,G14,1400,1657
719,Knot_Tying_I003_capture2,G15,1658,1851
720,Knot_Tying_I003_capture2,G11,1852,1975
721,Knot_Tying_I005_capture1,G1,1,91
722,Knot_Tying_I005_capture1,G12,92,254
723,Knot_Tying_I005_capture1,G13,255,416
724,Knot_Tying_I005_capture1,G14,417,485
725,Knot_Tying_I005_capture1,G15,486,1050
726,Knot_Tying_I005_capture1,G14,1051,1189
727,Knot_Tying_I005_capture1,G12,1190,1867
728,Knot_Tying_I005_capture1,G13,1868,2122
729,Knot_Tying_I005_capture1,G14,2123,2254
730,Knot_Tying_I005_capture1,G15,2255,2498
731,Knot_Tying_I005_capture1,G11,2499,2612
732,Knot_Tying_I005_capture2,G1,1,91
733,Knot_Tying_I005_capture2,G12,92,254
734,Knot_Tying_I005_capture2,G13,255,416
735,Knot_Tying_I005_capture2,G14,417,485
736,Knot_Tying_I005_capture2,G15,486,1050
737,Knot_Tying_I005_capture2,G14,1051,1189
738,Knot_Tying_I005_capture2,G12,1190,1867
739,Knot_Tying_I005_capture2,G13,1868,2122
740,Knot_Tying_I005_capture2,G14,2123,2254
741,Knot_Tying_I005_capture2,G15,2255,2498
742,Knot_Tying_I005_capture2,G11,2499,2612
743,Needle_Passing_B001_capture1,G1,166,586
744,Needle_Passing_B001_capture1,G2,587,794
745,Needle_Passing_B001_capture1,G3,795,821
746,Needle_Passing_B001_capture1,G6,822,962
747,Needle_Passing_B001_capture1,G4,963,1113
748,Needle_Passing_B001_capture1,G2,1114,1448
749,Needle_Passing_B001_capture1,G3,1449,1492
750,Needle_Passing_B001_capture1,G6,1493,1631
751,Needle_Passing_B001_capture1,G4,1632,1775
752,Needle_Passing_B001_capture1,G2,1776,2184
753,Needle_Passing_B001_capture1,G3,2185,2340
754,Needle_Passing_B001_capture1,G6,2341,2498
755,Needle_Passing_B001_capture1,G4,2499,2655
756,Needle_Passing_B001_capture1,G2,2656,2875
757,Needle_Passing_B001_capture1,G3,2876,2922
758,Needle_Passing_B001_capture1,G6,2923,3056
759,Needle_Passing_B001_capture1,G11,3057,3330
760,Needle_Passing_B001_capture2,G1,166,586
761,Needle_Passing_B001_capture2,G2,587,794
762,Needle_Passing_B001_capture2,G3,795,821
763,Needle_Passing_B001_capture2,G6,822,962
764,Needle_Passing_B001_capture2,G4,963,1113
765,Needle_Passing_B001_capture2,G2,1114,1448
766,Needle_Passing_B001_capture2,G3,1449,1492
767,Needle_Passing_B001_capture2,G6,1493,1631
768,Needle_Passing_B001_capture2,G4,1632,1775
769,Needle_Passing_B001_capture2,G2,1776,2184
770,Needle_Passing_B001_capture2,G3,2185,2340
771,Needle_Passing_B001_capture2,G6,2341,2498
772,Needle_Passing_B001_capture2,G4,2499,2655
773,Needle_Passing_B001_capture2,G2,2656,2875
774,Needle_Passing_B001_capture2,G3,2876,2922
775,Needle_Passing_B001_capture2,G6,2923,3056
776,Needle_Passing_B001_capture2,G11,3057,3330
777,Needle_Passing_B002_capture1,G1,32,337
778,Needle_Passing_B002_capture1,G2,338,522
779,Needle_Passing_B002_capture1,G3,523,625
780,Needle_Passing_B002_capture1,G6,626,1132
781,Needle_Passing_B002_capture1,G4,1133,1301
782,Needle_Passing_B002_capture1,G2,1302,1471
783,Needle_Passing_B002_capture1,G3,1472,1531
784,Needle_Passing_B002_capture1,G6,1532,1688
785,Needle_Passing_B002_capture1,G4,1689,1800
786,Needle_Passing_B002_capture1,G2,1801,2099
787,Needle_Passing_B002_capture1,G3,2100,2371
788,Needle_Passing_B002_capture1,G6,2372,2470
789,Needle_Passing_B002_capture1,G4,2471,2577
790,Needle_Passing_B002_capture1,G2,2578,2733
791,Needle_Passing_B002_capture1,G3,2734,2807
792,Needle_Passing_B002_capture1,G6,2808,2931
793,Needle_Passing_B002_capture1,G11,2932,3080
794,Needle_Passing_B002_capture2,G1,32,337
795,Needle_Passing_B002_capture2,G2,338,522
796,Needle_Passing_B002_capture2,G3,523,625
797,Needle_Passing_B002_capture2,G6,626,1132
798,Needle_Passing_B002_capture2,G4,1133,1301
799,Needle_Passing_B002_capture2,G2,1302,1471
800,Needle_Passing_B002_capture2,G3,1472,1531
801,Needle_Passing_B002_capture2,G6,1532,1688
802,Needle_Passing_B002_capture2,G4,1689,1800
803,Needle_Passing_B002_capture2,G2,1801,2099
804,Needle_Passing_B002_capture2,G3,2100,2371
805,Needle_Passing_B002_capture2,G6,2372,2470
806,Needle_Passing_B002_capture2,G4,2471,2577
807,Needle_Passing_B002_capture2,G2,2578,2733
808,Needle_Passing_B002_capture2,G3,2734,2807
809,Needle_Passing_B002_capture2,G6,2808,2931
810,Needle_Passing_B002_capture2,G11,2932,3080
811,Needle_Passing_B003_capture1,G1,38,173
812,Needle_Passing_B003_capture1,G2,174,611
813,Needle_Passing_B003_capture1,G3,612,715
814,Needle_Passing_B003_capture1,G6,716,840
815,Needle_Passing_B003_capture1,G4,841,962
816,Needle_Passing_B003_capture1,G2,963,1456
817,Needle_Passing_B003_capture1,G3,1457,1583
818,Needle_Passing_B003_capture1,G6,1584,1772
819,Needle_Passing_B003_capture1,G4,1773,2014
820,Needle_Passing_B003_capture1,G2,2015,2215
821,Needle_Passing_B003_capture1,G6,2216,2445
822,Needle_Passing_B003_capture1,G4,2446,2562
823,Needle_Passing_B003_capture1,G2,2563,2750
824,Needle_Passing_B003_capture1,G3,2751,2845
825,Needle_Passing_B003_capture1,G6,2846,2965
826,Needle_Passing_B003_capture1,G11,2966,3238
827,Needle_Passing_B003_capture2,G1,38,173
828,Needle_Passing_B003_capture2,G2,174,611
829,Needle_Passing_B003_capture2,G3,612,715
830,Needle_Passing_B003_capture2,G6,716,840
831,Needle_Passing_B003_capture2,G4,841,962
832,Needle_Passing_B003_capture2,G2,963,1456
833,Needle_Passing_B003_capture2,G3,1457,1583
834,Needle_Passing_B003_capture2,G6,1584,1772
835,Needle_Passing_B003_capture2,G4,1773,2014
836,Needle_Passing_B003_capture2,G2,2015,2215
837,Needle_Passing_B003_capture2,G6,2216,2445
838,Needle_Passing_B003_capture2,G4,2446,2562
839,Needle_Passing_B003_capture2,G2,2563,2750
840,Needle_Passing_B003_capture2,G3,2751,2845
841,Needle_Passing_B003_capture2,G6,2846,2965
842,Needle_Passing_B003_capture2,G11,2966,3238
843,Needle_Passing_B004_capture1,G1,31,185
844,Needle_Passing_B004_capture1,G2,186,515
845,Needle_Passing_B004_capture1,G3,516,686
846,Needle_Passing_B004_capture1,G6,687,872
847,Needle_Passing_B004_capture1,G4,873,980
848,Needle_Passing_B004_capture1,G2,981,1199
849,Needle_Passing_B004_capture1,G3,1200,1282
850,Needle_Passing_B004_capture1,G6,1283,1392
851,Needle_Passing_B004_capture1,G4,1393,1486
852,Needle_Passing_B004_capture1,G2,1487,1666
853,Needle_Passing_B004_capture1,G3,1667,1745
854,Needle_Passing_B004_capture1,G6,1746,1891
855,Needle_Passing_B004_capture1,G4,1892,2008
856,Needle_Passing_B004_capture1,G2,2009,2316
857,Needle_Passing_B004_capture1,G3,2317,2404
858,Needle_Passing_B004_capture1,G6,2405,2625
859,Needle_Passing_B004_capture1,G11,2626,2780
860,Needle_Passing_B004_capture2,G1,31,185
861,Needle_Passing_B004_capture2,G2,186,515
862,Needle_Passing_B004_capture2,G3,516,686
863,Needle_Passing_B004_capture2,G6,687,872
864,Needle_Passing_B004_capture2,G4,873,980
865,Needle_Passing_B004_capture2,G2,981,1199
866,Needle_Passing_B004_capture2,G3,1200,1282
867,Needle_Passing_B004_capture2,G6,1283,1392
868,Needle_Passing_B004_capture2,G4,1393,1486
869,Needle_Passing_B004_capture2,G2,1487,1666
870,Needle_Passing_B004_capture2,G3,1667,1745
871,Needle_Passing_B004_capture2,G6,1746,1891
872,Needle_Passing_B004_capture2,G4,1892,2008
873,Needle_Passing_B004_capture2,G2,2009,2316
874,Needle_Passing_B004_capture2,G3,2317,2404
875,Needle_Passing_B004_capture2,G6,2405,2625
876,Needle_Passing_B004_capture2,G11,2626,2780
877,Needle_Passing_C001_capture1,G1,27,65
878,Needle_Passing_C001_capture1,G5,66,156
879,Needle_Passing_C001_capture1,G8,157,315
880,Needle_Passing_C001_capture1,G2,316,485
881,Needle_Passing_C001_capture1,G3,486,553
882,Needle_Passing_C001_capture1,G6,554,635
883,Needle_Passing_C001_capture1,G4,636,701
884,Needle_Passing_C001_capture1,G2,702,1826
885,Needle_Passing_C001_capture1,G3,1827,1931
886,Needle_Passing_C001_capture1,G6,1932,2149
887,Needle_Passing_C001_capture1,G4,2150,2236
888,Needle_Passing_C001_capture1,G2,2237,2428
889,Needle_Passing_C001_capture1,G3,2429,2503
890,Needle_Passing_C001_capture1,G6,2504,2603
891,Needle_Passing_C001_capture1,G4,2604,2675
892,Needle_Passing_C001_capture1,G2,2676,3072
893,Needle_Passing_C001_capture1,G3,3073,3182
894,Needle_Passing_C001_capture1,G6,3183,3396
895,Needle_Passing_C001_capture1,G4,3397,3560
896,Needle_Passing_C001_capture1,G2,3561,3912
897,Needle_Passing_C001_capture1,G3,3913,4001
898,Needle_Passing_C001_capture1,G6,4002,4188
899,Needle_Passing_C001_capture1,G11,4189,4313
900,Needle_Passing_C001_capture2,G1,27,65
901,Needle_Passing_C001_capture2,G5,66,156
902,Needle_Passing_C001_capture2,G8,157,315
903,Needle_Passing_C001_capture2,G2,316,485
904,Needle_Passing_C001_capture2,G3,486,553
905,Needle_Passing_C001_capture2,G6,554,635
906,Needle_Passing_C001_capture2,G4,636,701
907,Needle_Passing_C001_capture2,G2,702,1826
908,Needle_Passing_C001_capture2,G3,1827,1931
909,Needle_Passing_C001_capture2,G6,1932,2149
910,Needle_Passing_C001_capture2,G4,2150,2236
911,Needle_Passing_C001_capture2,G2,2237,2428
912,Needle_Passing_C001_capture2,G3,2429,2503
913,Needle_Passing_C001_capture2,G6,2504,2603
914,Needle_Passing_C001_capture2,G4,2604,2675
915,Needle_Passing_C001_capture2,G2,2676,3072
916,Needle_Passing_C001_capture2,G3,3073,3182
917,Needle_Passing_C001_capture2,G6,3183,3396
918,Needle_Passing_C001_capture2,G4,3397,3560
919,Needle_Passing_C001_capture2,G2,3561,3912
920,Needle_Passing_C001_capture2,G3,3913,4001
921,Needle_Passing_C001_capture2,G6,4002,4188
922,Needle_Passing_C001_capture2,G11,4189,4313
923,Needle_Passing_C002_capture1,G1,50,141
924,Needle_Passing_C002_capture1,G5,142,247
925,Needle_Passing_C002_capture1,G8,248,472
926,Needle_Passing_C002_capture1,G2,473,616
927,Needle_Passing_C002_capture1,G3,617,762
928,Needle_Passing_C002_capture1,G6,763,963
929,Needle_Passing_C002_capture1,G4,964,1029
930,Needle_Passing_C002_capture1,G2,1030,1386
931,Needle_Passing_C002_capture1,G3,1387,1429
932,Needle_Passing_C002_capture1,G6,1430,1497
933,Needle_Passing_C002_capture1,G4,1498,1633
934,Needle_Passing_C002_capture1,G2,1634,1880
935,Needle_Passing_C002_capture1,G3,1881,1943
936,Needle_Passing_C002_capture1,G6,1944,2000
937,Needle_Passing_C002_capture1,G4,2001,2066
938,Needle_Passing_C002_capture1,G2,2067,2635
939,Needle_Passing_C002_capture1,G8,2636,2740
940,Needle_Passing_C002_capture1,G2,2741,3358
941,Needle_Passing_C002_capture1,G3,3359,3445
942,Needle_Passing_C002_capture1,G6,3446,3497
943,Needle_Passing_C002_capture1,G11,3498,3613
944,Needle_Passing_C002_capture2,G1,50,141
945,Needle_Passing_C002_capture2,G5,142,247
946,Needle_Passing_C002_capture2,G8,248,472
947,Needle_Passing_C002_capture2,G2,473,616
948,Needle_Passing_C002_capture2,G3,617,762
949,Needle_Passing_C002_capture2,G6,763,963
950,Needle_Passing_C002_capture2,G4,964,1029
951,Needle_Passing_C002_capture2,G2,1030,1386
952,Needle_Passing_C002_capture2,G3,1387,1429
953,Needle_Passing_C002_capture2,G6,1430,1497
954,Needle_Passing_C002_capture2,G4,1498,1633
955,Needle_Passing_C002_capture2,G2,1634,1880
956,Needle_Passing_C002_capture2,G3,1881,1943
957,Needle_Passing_C002_capture2,G6,1944,2000
958,Needle_Passing_C002_capture2,G4,2001,2066
959,Needle_Passing_C002_capture2,G2,2067,2635
960,Needle_Passing_C002_capture2,G8,2636,2740
961,Needle_Passing_C002_capture2,G2,2741,3358
962,Needle_Passing_C002_capture2,G3,3359,3445
963,Needle_Passing_C002_capture2,G6,3446,3497
964,Needle_Passing_C002_capture2,G11,3498,3613
965,Needle_Passing_C003_capture1,G1,50,116
966,Needle_Passing_C003_capture1,G5,117,176
967,Needle_Passing_C003_capture1,G8,177,367
968,Needle_Passing_C003_capture1,G2,368,694
969,Needle_Passing_C003_capture1,G3,695,797
970,Needle_Passing_C003_capture1,G6,798,824
971,Needle_Passing_C003_capture1,G8,825,1213
972,Needle_Passing_C003_capture1,G6,1214,1257
973,Needle_Passing_C003_capture1,G4,1258,1346
974,Needle_Passing_C003_capture1,G2,1347,1839
975,Needle_Passing_C003_capture1,G3,1840,2061
976,Needle_Passing_C003_capture1,G8,2062,2210
977,Needle_Passing_C003_capture1,G2,2211,2336
978,Needle_Passing_C003_capture1,G3,2337,2382
979,Needle_Passing_C003_capture1,G6,2383,2471
980,Needle_Passing_C003_capture1,G4,2472,2552
981,Needle_Passing_C003_capture1,G2,2553,2710
982,Needle_Passing_C003_capture1,G3,2711,2783
983,Needle_Passing_C003_capture1,G6,2784,2870
984,Needle_Passing_C003_capture1,G4,2871,2982
985,Needle_Passing_C003_capture1,G2,2983,3215
986,Needle_Passing_C003_capture1,G3,3216,3373
987,Needle_Passing_C003_capture1,G6,3374,3443
988,Needle_Passing_C003_capture1,G11,3444,3572
989,Needle_Passing_C003_capture2,G1,50,116
990,Needle_Passing_C003_capture2,G5,117,176
991,Needle_Passing_C003_capture2,G8,177,367
992,Needle_Passing_C003_capture2,G2,368,694
993,Needle_Passing_C003_capture2,G3,695,797
994,Needle_Passing_C003_capture2,G6,798,824
995,Needle_Passing_C003_capture2,G8,825,1213
996,Needle_Passing_C003_capture2,G6,1214,1257
997,Needle_Passing_C003_capture2,G4,1258,1346
998,Needle_Passing_C003_capture2,G2,1347,1839
999,Needle_Passing_C003_capture2,G3,1840,2061
1000,Needle_Passing_C003_capture2,G8,2062,2210
1001,Needle_Passing_C003_capture2,G2,2211,2336
1002,Needle_Passing_C003_capture2,G3,2337,2382
1003,Needle_Passing_C003_capture2,G6,2383,2471
1004,Needle_Passing_C003_capture2,G4,2472,2552
1005,Needle_Passing_C003_capture2,G2,2553,2710
1006,Needle_Passing_C003_capture2,G3,2711,2783
1007,Needle_Passing_C003_capture2,G6,2784,2870
1008,Needle_Passing_C003_capture2,G4,2871,2982
1009,Needle_Passing_C003_capture2,G2,2983,3215
1010,Needle_Passing_C003_capture2,G3,3216,3373
1011,Needle_Passing_C003_capture2,G6,3374,3443
1012,Needle_Passing_C003_capture2,G11,3444,3572
1013,Needle_Passing_C004_capture1,G1,30,178
1014,Needle_Passing_C004_capture1,G5,179,237
1015,Needle_Passing_C004_capture1,G8,238,377
1016,Needle_Passing_C004_capture1,G2,378,641
1017,Needle_Passing_C004_capture1,G3,642,703
1018,Needle_Passing_C004_capture1,G6,704,804
1019,Needle_Passing_C004_capture1,G4,805,872
1020,Needle_Passing_C004_capture1,G2,873,1079
1021,Needle_Passing_C004_capture1,G3,1080,1145
1022,Needle_Passing_C004_capture1,G6,1146,1197
1023,Needle_Passing_C004_capture1,G4,1198,1309
1024,Needle_Passing_C004_capture1,G2,1310,1605
1025,Needle_Passing_C004_capture1,G3,1606,1664
1026,Needle_Passing_C004_capture1,G6,1665,1819
1027,Needle_Passing_C004_capture1,G4,1820,1915
1028,Needle_Passing_C004_capture1,G2,1916,2120
1029,Needle_Passing_C004_capture1,G3,2121,2216
1030,Needle_Passing_C004_capture1,G6,2217,2308
1031,Needle_Passing_C004_capture1,G11,2309,2400
1032,Needle_Passing_C004_capture2,G1,30,178
1033,Needle_Passing_C004_capture2,G5,179,237
1034,Needle_Passing_C004_capture2,G8,238,377
1035,Needle_Passing_C004_capture2,G2,378,641
1036,Needle_Passing_C004_capture2,G3,642,703
1037,Needle_Passing_C004_capture2,G6,704,804
1038,Needle_Passing_C004_capture2,G4,805,872
1039,Needle_Passing_C004_capture2,G2,873,1079
1040,Needle_Passing_C004_capture2,G3,1080,1145
1041,Needle_Passing_C004_capture2,G6,1146,1197
1042,Needle_Passing_C004_capture2,G4,1198,1309
1043,Needle_Passing_C004_capture2,G2,1310,1605
1044,Needle_Passing_C004_capture2,G3,1606,1664
1045,Needle_Passing_C004_capture2,G6,1665,1819
1046,Needle_Passing_C004_capture2,G4,1820,1915
1047,Needle_Passing_C004_capture2,G2,1916,2120
1048,Needle_Passing_C004_capture2,G3,2121,2216
1049,Needle_Passing_C004_capture2,G6,2217,2308
1050,Needle_Passing_C004_capture2,G11,2309,2400
1051,Needle_Passing_C005_capture1,G1,51,212
1052,Needle_Passing_C005_capture1,G5,213,259
1053,Needle_Passing_C005_capture1,G8,260,402
1054,Needle_Passing_C005_capture1,G2,403,626
1055,Needle_Passing_C005_capture1,G3,627,744
1056,Needle_Passing_C005_capture1,G6,745,813
1057,Needle_Passing_C005_capture1,G9,814,1003
1058,Needle_Passing_C005_capture1,G4,1004,1068
1059,Needle_Passing_C005_capture1,G8,1069,1112
1060,Needle_Passing_C005_capture1,G2,1113,1218
1061,Needle_Passing_C005_capture1,G3,1219,1285
1062,Needle_Passing_C005_capture1,G6,1286,1338
1063,Needle_Passing_C005_capture1,G4,1339,1399
1064,Needle_Passing_C005_capture1,G2,1400,1526
1065,Needle_Passing_C005_capture1,G3,1527,1583
1066,Needle_Passing_C005_capture1,G6,1584,1623
1067,Needle_Passing_C005_capture1,G4,1624,1678
1068,Needle_Passing_C005_capture1,G2,1679,2033
1069,Needle_Passing_C005_capture1,G3,2034,2113
1070,Needle_Passing_C005_capture1,G6,2114,2458
1071,Needle_Passing_C005_capture1,G11,2459,2557
1072,Needle_Passing_C005_capture2,G1,51,212
1073,Needle_Passing_C005_capture2,G5,213,259
1074,Needle_Passing_C005_capture2,G8,260,402
1075,Needle_Passing_C005_capture2,G2,403,626
1076,Needle_Passing_C005_capture2,G3,627,744
1077,Needle_Passing_C005_capture2,G6,745,813
1078,Needle_Passing_C005_capture2,G9,814,1003
1079,Needle_Passing_C005_capture2,G4,1004,1068
1080,Needle_Passing_C005_capture2,G8,1069,1112
1081,Needle_Passing_C005_capture2,G2,1113,1218
1082,Needle_Passing_C005_capture2,G3,1219,1285
1083,Needle_Passing_C005_capture2,G6,1286,1338
1084,Needle_Passing_C005_capture2,G4,1339,1399
1085,Needle_Passing_C005_capture2,G2,1400,1526
1086,Needle_Passing_C005_capture2,G3,1527,1583
1087,Needle_Passing_C005_capture2,G6,1584,1623
1088,Needle_Passing_C005_capture2,G4,1624,1678
1089,Needle_Passing_C005_capture2,G2,1679,2033
1090,Needle_Passing_C005_capture2,G3,2034,2113
1091,Needle_Passing_C005_capture2,G6,2114,2458
1092,Needle_Passing_C005_capture2,G11,2459,2557
1093,Needle_Passing_D001_capture1,G1,46,113
1094,Needle_Passing_D001_capture1,G5,114,427
1095,Needle_Passing_D001_capture1,G1,428,606
1096,Needle_Passing_D001_capture1,G2,607,936
1097,Needle_Passing_D001_capture1,G3,937,978
1098,Needle_Passing_D001_capture1,G6,979,1122
1099,Needle_Passing_D001_capture1,G4,1123,1188
1100,Needle_Passing_D001_capture1,G2,1189,1596
1101,Needle_Passing_D001_capture1,G3,1597,1669
1102,Needle_Passing_D001_capture1,G6,1670,1710
1103,Needle_Passing_D001_capture1,G4,1711,1763
1104,Needle_Passing_D001_capture1,G2,1764,2068
1105,Needle_Passing_D001_capture1,G3,2069,2153
1106,Needle_Passing_D001_capture1,G6,2154,2234
1107,Needle_Passing_D001_capture1,G4,2235,2303
1108,Needle_Passing_D001_capture1,G5,2304,2408
1109,Needle_Passing_D001_capture1,G8,2409,2487
1110,Needle_Passing_D001_capture1,G2,2488,3049
1111,Needle_Passing_D001_capture1,G5,3050,3228
1112,Needle_Passing_D001_capture1,G8,3229,3308
1113,Needle_Passing_D001_capture1,G2,3309,3474
1114,Needle_Passing_D001_capture1,G3,3475,3614
1115,Needle_Passing_D001_capture1,G6,3615,3659
1116,Needle_Passing_D001_capture1,G4,3660,3750
